,clean_text,airline_sentiment
5987,southwestair fortunemagazine well deserved,2
5988,southwestair please please please choose go see imaginedragons destinationdragons,1
5989,southwestair fortunemagazine always tell everyone fly southwest congratulations,2
5990,southwestair fortunemagazine friendliest employees,2
5991,southwestair got phishing email claiming southwest forward like investigate,1
5992,southwestair unfortunately lack status big problem company policy forces buy cheapest tickets,1
5993,southwestair every flight flown personally two round trips per month full still hard believe fly hours thru atl,0
5994,southwestair fortunemagazine superb choice swa raving fan even take stress weather relate flightd glitches custexp,2
5995,southwestair employees social care team staff listening ctr time rest spots filled areas ragandisney,1
5996,southwestair listening center open seating like planes ragandisney,2
5997,southwestair jlittle double comment phl anywhere south florida gone gone gone hello us air,0
5998,southwestair like new schedule nonstops phl fll pbi free move cities sad,0
5999,southwestair incredibly frustrating emailed still received response,0
6000,southwestair paid inflight wifi work download speed mbps amp ended watching free tv instead,0
6001,southwestair sure second,1
6002,southwestair oh god thank much sent dm,2
6003,southwestair wish would known could slept hours let friend know wait lands,0
6004,southwestair thank prompt response email late flightr today,2
6005,thanks southwestair get go destinationdragons imaginedragons show weekend utah velourlive thankyou,2
6006,southwestair fortunemagazine congratulations,1
6007,southwestair grandma ella th would love bday greeting flight crew stewardess eastern airlines,1
6008,southwestair chance could get tickets destinationdragons show vegas ive huge fan years pretty please,1
6009,southwestair fortunemagazine love u southwest always helpful traveled lot w son infant toddler u great,2
6010,southwestair fortunemagazine love flying southwest best flight attendants ever,2
6011,southwestair nothing express express bag drop phoenix sky harbor,0
6012,southwestair possible book refundable trip willing pay extra would domestic round trip flight,1
6013,southwestair used exclusively fly sw late flightly direct flights amp cheaper costs switched direct flights,0
6014,southwestair would willing help surprise bestfriend tickets go see imaginedragons destinationdragons gracias,1
6015,southwestair mac computer left bwi la flight th reward recovery info important owner help passengers honesty,1
6016,southwestair fortunemagazine like airlines congrats,2
6017,southwestair hi guys good morning,2
6018,southwestair email address send thoughts experience really good amp feedback,0
6019,southwestair southwest definitely favorite airline fly,2
6020,southwestair congratulations,2
6021,southwestair great flight delayed three hours friend wait airport hours birthday,0
6022,southwestair guess ashley great job presenting ragandisney http co znmwxdi u,2
6023,southwestair using social business roadmap develop intelligent path embed social across enterprise ragandisney,1
6024,southwestair adds new direct flights columbus oakland amp boston starting august cmh oak bos,1
6025,southwestair anyway pay get priority boarding,1
6026,southwestair thirty lives birthday th seeing imagine dragons destinationdragons,0
6027,southwestair thank integrating passbook ios works much better,2
6028,southwestair friend lucky enough see destinationdragons live birthday fan years thirty lives,0
6029,southwestair fan imagine dragons since fave band destinationdragons bday get tix,1
6030,southwestair whats flight ft myers milwaukee,1
6031,southwestair birthday destinationdragons could get tix http co xhcacjax,1
6032,southwestair please bring back rdu fll direct route noticed missing starting late flight august flights always packed,1
6033,southwestair enter every contest destinationdragons lose,0
6034,southwestair main supporter play jesus portrayed homosexual partner judas performs gay wedding boycott,0
6035,southwestair hi know wn already delayed pm tonight thanks,1
6036,southwestair giving everyone tix destinationdragons except birthday,0
6037,southwestair birthday destinationdragons im huge fan anyway get tickets,2
6038,southwestair thanks agent boarding atl aus left wallet inbound found,2
6039,southwestair sent conf number yesterday,0
6040,southwestair iphone app passbook support whoot little things life,2
6041,southwestair thanks,1
6042,southwestair read tweet gap process folks take multiple flights one day,1
6043,southwestair know plane coming sw flight rsw mke,1
6044,southwestair well fun lasted happy change redeeming reward points loyal anymore,0
6045,southwestair delay flight bdl mco need get florida amp races daytona,0
6046,southwestair aww thanks love,2
6047,southwestair learn give folks multiple flights day boarding position least give boarding passes,0
6048,southwestair mco thanks,2
6049,southwestair schedule open end october got columbus day wknd new england k points check calendar,1
6050,southwestair new logo going look amazing airplanes,2
6051,southwestair rapids rewards member lovetotravel chaching,1
6052,southwestair okay signed,1
6053,southwestair next deal going happen poor college student trying fly orlando instead drive august lol,1
6054,appreciate reply rt southwestair luxclark sorry keep waiting laura agent shortly cb,2
6055,southwestair booked flights morning wait move country,1
6056,southwestair love guys take airlines week makes love appreciate much onlywaytofly,2
6057,southwestair getting leathery heat even get vegas,0
6058,southwestair first flight ever flight already technical issues faaaannntastic,0
6059,southwestair trying get mexico september affordable nonstop flights,1
6060,southwestair feels flight http co jm gq kgrf,0
6061,southwestair think group could use nice cold drinks get air,1
6062,southwestair stuck heat blasting try thaw water lines kinda disappointed first flight rr member,0
6063,southwestair love friendly staff asking updates delayed flights causing missed connections horribleattitudes,0
6064,southwestair dm sent thanks much responding response timely missed,2
6065,southwestair hates guitar players chgd oversize extra bag acoustic guitar epic fail,0
6066,southwestair passengers automatically rebooked flights original cancelled flighted weather etc,1
6067,southwestair thank flights going nashville guys rock disneyprincesshalfmarathon girlsweekend bffs,2
